family,absoluteError,referenceNorm,relativeError,referenceChange,allowanceFraction,referenceFraction,profile,amplitude,time,count,order,status
Ag_q,3.09618652863391e-17,1.85423436576611e-10,1.66979244145045e-07,3.5079447371405e-22,0.000166980235466539,1.89184597343573e-07,constant,1,327,13,16,assessed
Ag_0,3.35556423323152e-13,2.59145626710924e-08,1.29485659311343e-05,4.1508666359431e-18,0.0129487256065247,1.60175054020816e-05,constant,1,327,13,16,assessed
Aw_p,6.10787114042005e-11,7.03735499232996e-05,8.67921420345719e-07,9.2655627275562e-15,0.000868053082907428,1.31662574042707e-05,constant,1,327,13,16,assessed
Aw_m,8.34796848938142e-11,3.5840779394883e-05,2.32918162783404e-06,9.26556258882283e-15,0.00232944014788901,2.58520119958305e-05,constant,1,327,13,16,assessed
Aio,2.76296408206116e-11,6.07393940986312e-05,4.54888318045211e-07,1.51321455096602e-19,0.000454888320529045,2.49132309170533e-10,constant,1,327,13,16,assessed
Amda,4.57584441310639e-13,1.42938199610784e-05,3.20127469463466e-08,1.45132325764008e-17,3.20137622942803e-05,1.01535017335496e-07,constant,1,327,13,16,assessed
Ag_q,4.47575267439439e-21,1.85423436576611e-10,2.41380095042363e-11,3.5079447371405e-22,2.6029725300604e-08,1.89184597343573e-07,constant,1,327,17,0,assessed
Ag_0,8.75005535145262e-17,2.59145626710924e-08,3.37650126012479e-09,4.1508666359431e-18,3.53667618385203e-06,1.60175054020816e-05,constant,1,327,17,0,assessed
Aw_p,2.40441648827267e-09,7.03735499232996e-05,3.416648003253e-05,9.2655627275562e-15,0.0341666116946185,1.31662574042707e-05,constant,1,327,17,0,assessed
Aw_m,2.40441530731528e-09,3.5840779394883e-05,6.7086021786082e-05,9.26556258882283e-15,0.0670862803043302,2.58520119958305e-05,constant,1,327,17,0,assessed
Aio,1.82837640661632e-14,6.07393940986312e-05,3.01019862603062e-10,1.51321455096602e-19,3.01022353921198e-07,2.49132309170533e-10,constant,1,327,17,0,assessed
Amda,1.06178158571277e-15,1.42938199610784e-05,7.42825632758749e-11,1.45132325764008e-17,7.5297913444033e-08,1.01535017335496e-07,constant,1,327,17,0,assessed
Ag_q,4.47575267439439e-21,1.85423436576611e-10,2.41380095042363e-11,3.5079447371405e-22,2.6029725300604e-08,1.89184597343573e-07,constant,1,327,17,8,assessed
Ag_0,8.75005535145262e-17,2.59145626710924e-08,3.37650126012479e-09,4.1508666359431e-18,3.53667618385203e-06,1.60175054020816e-05,constant,1,327,17,8,assessed
Aw_p,3.94733254475163e-14,7.03735499232996e-05,5.60911386316854e-10,9.2655627275562e-15,6.9257396035159e-07,1.31662574042707e-05,constant,1,327,17,8,assessed
Aw_m,5.4480813645349e-14,3.5840779394883e-05,1.52007893146228e-09,9.26556258882283e-15,1.77859905137817e-06,2.58520119958305e-05,constant,1,327,17,8,assessed
Aio,1.82837640661632e-14,6.07393940986312e-05,3.01019862603062e-10,1.51321455096602e-19,3.01022353921198e-07,2.49132309170533e-10,constant,1,327,17,8,assessed
Amda,1.06178158571277e-15,1.42938199610784e-05,7.42825632758749e-11,1.45132325764008e-17,7.5297913444033e-08,1.01535017335496e-07,constant,1,327,17,8,assessed
Ag_q,4.47575267439439e-21,1.85423436576611e-10,2.41380095042363e-11,3.5079447371405e-22,2.6029725300604e-08,1.89184597343573e-07,constant,1,327,17,16,assessed
Ag_0,8.75005535145262e-17,2.59145626710924e-08,3.37650126012479e-09,4.1508666359431e-18,3.53667618385203e-06,1.60175054020816e-05,constant,1,327,17,16,assessed
Aw_p,3.9473325449599e-14,7.03735499232996e-05,5.60911386346449e-10,9.2655627275562e-15,6.92573960381185e-07,1.31662574042707e-05,constant,1,327,17,16,assessed
Aw_m,5.44808136460619e-14,3.5840779394883e-05,1.52007893148217e-09,9.26556258882283e-15,1.77859905139806e-06,2.58520119958305e-05,constant,1,327,17,16,assessed
Aio,1.82837640661632e-14,6.07393940986312e-05,3.01019862603062e-10,1.51321455096602e-19,3.01022353921198e-07,2.49132309170533e-10,constant,1,327,17,16,assessed
Amda,1.06178158571277e-15,1.42938199610784e-05,7.42825632758749e-11,1.45132325764008e-17,7.5297913444033e-08,1.01535017335496e-07,constant,1,327,17,16,assessed
Ag_q,8.77807799231566e-23,1.85423436576611e-10,4.73407146064238e-13,3.5079447371405e-22,2.36525056639988e-09,1.89184597343573e-07,constant,1,327,25,0,assessed
Ag_0,1.20278484447897e-18,2.59145626710924e-08,4.6413472600125e-11,4.1508666359431e-18,2.06588524829922e-07,1.60175054020816e-05,constant,1,327,25,0,assessed
Aw_p,1.54078623159496e-09,7.03735499232996e-05,2.18943940340407e-05,9.2655627275562e-15,0.0218945256963036,1.31662574042707e-05,constant,1,327,25,0,assessed
Aw_m,1.54078623159636e-09,3.5840779394883e-05,4.29897523884858e-05,9.26556258882283e-15,0.0429900109074063,2.58520119958305e-05,constant,1,327,25,0,assessed
Aio,6.54313852666204e-20,6.07393940986312e-05,1.07724790866979e-15,1.51321455096602e-19,3.56857100035738e-12,2.49132309170533e-10,constant,1,327,25,0,assessed
Amda,3.43465541250374e-18,1.42938199610784e-05,2.40289539245366e-13,1.45132325764008e-17,1.25563971258351e-09,1.01535017335496e-07,constant,1,327,25,0,assessed
Ag_q,8.77807799231566e-23,1.85423436576611e-10,4.73407146064238e-13,3.5079447371405e-22,2.36525056639988e-09,1.89184597343573e-07,constant,1,327,25,8,assessed
Ag_0,1.20278484447897e-18,2.59145626710924e-08,4.6413472600125e-11,4.1508666359431e-18,2.06588524829922e-07,1.60175054020816e-05,constant,1,327,25,8,assessed
Aw_p,9.22888895193446e-19,7.03735499232996e-05,1.3114144393729e-14,9.2655627275562e-15,1.316756881871e-07,1.31662574042707e-05,constant,1,327,25,8,assessed
Aw_m,8.40352185319342e-19,3.5840779394883e-05,2.3446816712901e-14,9.26556258882283e-15,2.58543566775017e-07,2.58520119958305e-05,constant,1,327,25,8,assessed
Aio,6.54313852666204e-20,6.07393940986312e-05,1.07724790866979e-15,1.51321455096602e-19,3.56857100035738e-12,2.49132309170533e-10,constant,1,327,25,8,assessed
Amda,3.43465541250374e-18,1.42938199610784e-05,2.40289539245366e-13,1.45132325764008e-17,1.25563971258351e-09,1.01535017335496e-07,constant,1,327,25,8,assessed
Ag_q,8.77807799231566e-23,1.85423436576611e-10,4.73407146064238e-13,3.5079447371405e-22,2.36525056639988e-09,1.89184597343573e-07,constant,1,327,25,16,assessed
Ag_0,1.20278484447897e-18,2.59145626710924e-08,4.6413472600125e-11,4.1508666359431e-18,2.06588524829922e-07,1.60175054020816e-05,constant,1,327,25,16,assessed
Aw_p,9.22890917330502e-19,7.03735499232996e-05,1.31141731280625e-14,9.2655627275562e-15,1.31675688215834e-07,1.31662574042707e-05,constant,1,327,25,16,assessed
Aw_m,8.40353469251584e-19,3.5840779394883e-05,2.34468525361243e-14,9.26556258882283e-15,2.58543566810841e-07,2.58520119958305e-05,constant,1,327,25,16,assessed
Aio,6.54313852666204e-20,6.07393940986312e-05,1.07724790866979e-15,1.51321455096602e-19,3.56857100035738e-12,2.49132309170533e-10,constant,1,327,25,16,assessed
Amda,3.43465541250374e-18,1.42938199610784e-05,2.40289539245366e-13,1.45132325764008e-17,1.25563971258351e-09,1.01535017335496e-07,constant,1,327,25,16,assessed
Ag_q,8.64476616712047e-23,1.85423436576611e-10,4.66217557323114e-13,3.5079447371405e-22,2.35806101643244e-09,1.89184597343573e-07,constant,1,327,33,0,assessed
Ag_0,1.19353386605076e-18,2.59145626710924e-08,4.6056492683249e-11,4.1508666359431e-18,2.06231544926821e-07,1.60175054020816e-05,constant,1,327,33,0,assessed
Aw_p,1.58205732024767e-09,7.03735499232996e-05,2.24808514274463e-05,9.2655627275562e-15,0.0224809830897009,1.31662574042707e-05,constant,1,327,33,0,assessed
Aw_m,1.5820573202437e-09,3.5840779394883e-05,4.41412644187523e-05,9.26556258882283e-15,0.0441415229376407,2.58520119958305e-05,constant,1,327,33,0,assessed
Aio,4.75859684846089e-20,6.07393940986312e-05,7.83444899159462e-16,1.51321455096602e-19,3.2747679908519e-12,2.49132309170533e-10,constant,1,327,33,0,assessed
Amda,3.81831855168565e-18,1.42938199610784e-05,2.67130729369952e-13,1.45132325764008e-17,1.28248090270622e-09,1.01535017335496e-07,constant,1,327,33,0,assessed
Ag_q,8.64476616712047e-23,1.85423436576611e-10,4.66217557323114e-13,3.5079447371405e-22,2.35806101643244e-09,1.89184597343573e-07,constant,1,327,33,8,assessed
Ag_0,1.19353386605076e-18,2.59145626710924e-08,4.6056492683249e-11,4.1508666359431e-18,2.06231544926821e-07,1.60175054020816e-05,constant,1,327,33,8,assessed
Aw_p,8.36748768521037e-19,7.03735499232996e-05,1.18901031628078e-14,9.2655627275562e-15,1.31674464145869e-07,1.31662574042707e-05,constant,1,327,33,8,assessed
Aw_m,5.93314794385683e-19,3.5840779394883e-05,1.65541822583911e-14,9.26556258882283e-15,2.58536674140563e-07,2.58520119958305e-05,constant,1,327,33,8,assessed
Aio,4.75859684846089e-20,6.07393940986312e-05,7.83444899159462e-16,1.51321455096602e-19,3.2747679908519e-12,2.49132309170533e-10,constant,1,327,33,8,assessed
Amda,3.81831855168565e-18,1.42938199610784e-05,2.67130729369952e-13,1.45132325764008e-17,1.28248090270622e-09,1.01535017335496e-07,constant,1,327,33,8,assessed
Ag_q,8.64476616712047e-23,1.85423436576611e-10,4.66217557323114e-13,3.5079447371405e-22,2.35806101643244e-09,1.89184597343573e-07,constant,1,327,33,16,assessed
Ag_0,1.19353386605076e-18,2.59145626710924e-08,4.6056492683249e-11,4.1508666359431e-18,2.06231544926821e-07,1.60175054020816e-05,constant,1,327,33,16,assessed
Aw_p,8.36748357044972e-19,7.03735499232996e-05,1.18900973157805e-14,9.2655627275562e-15,1.31674464140022e-07,1.31662574042707e-05,constant,1,327,33,16,assessed
Aw_m,5.93314739942647e-19,3.5840779394883e-05,1.65541807393662e-14,9.26556258882283e-15,2.58536674139044e-07,2.58520119958305e-05,constant,1,327,33,16,assessed
Aio,4.75859684846089e-20,6.07393940986312e-05,7.83444899159462e-16,1.51321455096602e-19,3.2747679908519e-12,2.49132309170533e-10,constant,1,327,33,16,assessed
Amda,3.81831855168565e-18,1.42938199610784e-05,2.67130729369952e-13,1.45132325764008e-17,1.28248090270622e-09,1.01535017335496e-07,constant,1,327,33,16,assessed
Ag_q,9.80504609947276e-23,1.85423436576611e-10,5.28792167834817e-13,3.5079447371405e-22,2.42063528947724e-09,1.89184597343573e-07,constant,1,327,49,0,assessed
Ag_0,1.35030882303935e-18,2.59145626710924e-08,5.210617829741e-11,4.1508666359431e-18,2.12281230307535e-07,1.60175054020816e-05,constant,1,327,49,0,assessed
Aw_p,6.16097726637806e-10,7.03735499232996e-05,8.75467739384034e-06,9.2655627275562e-15,0.00875480905628998,1.31662574042707e-05,constant,1,327,49,0,assessed
Aw_m,6.16097726649788e-10,3.5840779394883e-05,1.71898529287493e-05,9.26556258882283e-15,0.0171901114483897,2.58520119958305e-05,constant,1,327,49,0,assessed
Aio,7.84591926679641e-20,6.07393940986312e-05,1.29173485893782e-15,1.51321455096602e-19,3.78305795062189e-12,2.49132309170533e-10,constant,1,327,49,0,assessed
Amda,2.74087768472699e-18,1.42938199610784e-05,1.91752638006517e-13,1.45132325764008e-17,1.20710281134806e-09,1.01535017335496e-07,constant,1,327,49,0,assessed
Ag_q,9.80504609947276e-23,1.85423436576611e-10,5.28792167834817e-13,3.5079447371405e-22,2.42063528947724e-09,1.89184597343573e-07,constant,1,327,49,8,assessed
Ag_0,1.35030882303935e-18,2.59145626710924e-08,5.210617829741e-11,4.1508666359431e-18,2.12281230307535e-07,1.60175054020816e-05,constant,1,327,49,8,assessed
Aw_p,7.40241683220799e-19,7.03735499232996e-05,1.05187486495649e-14,9.2655627275562e-15,1.31673092791356e-07,1.31662574042707e-05,constant,1,327,49,8,assessed
Aw_m,3.98024669390118e-19,3.5840779394883e-05,1.11053575315649e-14,9.26556258882283e-15,2.58531225315836e-07,2.58520119958305e-05,constant,1,327,49,8,assessed
Aio,7.84591926679641e-20,6.07393940986312e-05,1.29173485893782e-15,1.51321455096602e-19,3.78305795062189e-12,2.49132309170533e-10,constant,1,327,49,8,assessed
Amda,2.74087768472699e-18,1.42938199610784e-05,1.91752638006517e-13,1.45132325764008e-17,1.20710281134806e-09,1.01535017335496e-07,constant,1,327,49,8,assessed
Ag_q,9.80504609947276e-23,1.85423436576611e-10,5.28792167834817e-13,3.5079447371405e-22,2.42063528947724e-09,1.89184597343573e-07,constant,1,327,49,16,assessed
Ag_0,1.35030882303935e-18,2.59145626710924e-08,5.210617829741e-11,4.1508666359431e-18,2.12281230307535e-07,1.60175054020816e-05,constant,1,327,49,16,assessed
Aw_p,7.40243957726725e-19,7.03735499232996e-05,1.05187809700309e-14,9.2655627275562e-15,1.31673092823676e-07,1.31662574042707e-05,constant,1,327,49,16,assessed
Aw_m,3.98036636675301e-19,3.5840779394883e-05,1.11056914329304e-14,9.26556258882283e-15,2.58531225649738e-07,2.58520119958305e-05,constant,1,327,49,16,assessed
Aio,7.84591926679641e-20,6.07393940986312e-05,1.29173485893782e-15,1.51321455096602e-19,3.78305795062189e-12,2.49132309170533e-10,constant,1,327,49,16,assessed
Amda,2.74087768472699e-18,1.42938199610784e-05,1.91752638006517e-13,1.45132325764008e-17,1.20710281134806e-09,1.01535017335496e-07,constant,1,327,49,16,assessed
Ag_q,9.36042644172498e-23,1.85423436576611e-10,5.0481355617943e-13,3.5079447371405e-22,2.39665680713928e-09,1.89184597343573e-07,constant,1,327,65,0,assessed
Ag_0,1.35395173015948e-18,2.59145626710924e-08,5.22467520422335e-11,4.1508666359431e-18,2.12421804046934e-07,1.60175054020816e-05,constant,1,327,65,0,assessed
Aw_p,4.7100336579814e-10,7.03735499232996e-05,6.69290331824227e-06,9.2655627275562e-15,0.00669303498072121,1.31662574042707e-05,constant,1,327,65,0,assessed
Aw_m,4.71003365794814e-10,3.5840779394883e-05,1.31415492002961e-05,9.26556258882283e-15,0.0131418077200494,2.58520119958305e-05,constant,1,327,65,0,assessed
Aio,4.66594165120309e-20,6.07393940986312e-05,7.68190351656512e-16,1.51321455096602e-19,3.2595134433492e-12,2.49132309170533e-10,constant,1,327,65,0,assessed
Amda,3.31480908545947e-18,1.42938199610784e-05,2.3190505368653e-13,1.45132325764008e-17,1.24725522702526e-09,1.01535017335496e-07,constant,1,327,65,0,assessed
Ag_q,9.36042644172498e-23,1.85423436576611e-10,5.0481355617943e-13,3.5079447371405e-22,2.39665680713928e-09,1.89184597343573e-07,constant,1,327,65,8,assessed
Ag_0,1.35395173015948e-18,2.59145626710924e-08,5.22467520422335e-11,4.1508666359431e-18,2.12421804046934e-07,1.60175054020816e-05,constant,1,327,65,8,assessed
Aw_p,4.79684418478657e-19,7.03735499232996e-05,6.81626007216443e-15,9.2655627275562e-15,1.31669390302779e-07,1.31662574042707e-05,constant,1,327,65,8,assessed
Aw_m,3.20173257891558e-19,3.5840779394883e-05,8.93321136697348e-15,9.26556258882283e-15,2.58529053169672e-07,2.58520119958305e-05,constant,1,327,65,8,assessed
Aio,4.66594165120309e-20,6.07393940986312e-05,7.68190351656512e-16,1.51321455096602e-19,3.2595134433492e-12,2.49132309170533e-10,constant,1,327,65,8,assessed
Amda,3.31480908545947e-18,1.42938199610784e-05,2.3190505368653e-13,1.45132325764008e-17,1.24725522702526e-09,1.01535017335496e-07,constant,1,327,65,8,assessed
Ag_q,9.36042644172498e-23,1.85423436576611e-10,5.0481355617943e-13,3.5079447371405e-22,2.39665680713928e-09,1.89184597343573e-07,constant,1,327,65,16,assessed
Ag_0,1.35395173015948e-18,2.59145626710924e-08,5.22467520422335e-11,4.1508666359431e-18,2.12421804046934e-07,1.60175054020816e-05,constant,1,327,65,16,assessed
Aw_p,4.79688053197697e-19,7.03735499232996e-05,6.81631172110133e-15,9.2655627275562e-15,1.31669390354428e-07,1.31662574042707e-05,constant,1,327,65,16,assessed
Aw_m,3.20171112479261e-19,3.5840779394883e-05,8.93315150744104e-15,9.26556258882283e-15,2.58529053109812e-07,2.58520119958305e-05,constant,1,327,65,16,assessed
Aio,4.66594165120309e-20,6.07393940986312e-05,7.68190351656512e-16,1.51321455096602e-19,3.2595134433492e-12,2.49132309170533e-10,constant,1,327,65,16,assessed
Amda,3.31480908545947e-18,1.42938199610784e-05,2.3190505368653e-13,1.45132325764008e-17,1.24725522702526e-09,1.01535017335496e-07,constant,1,327,65,16,assessed
Ag_q,7.35899832760715e-14,1.86038204489477e-10,0.000395563822377322,3.6352274285441e-22,0.395561698092278,1.95401148834181e-07,constant,1,901,9,0,rejected
Ag_0,8.68304092591797e-10,2.85674871714109e-08,0.0303948361779876,4.29999453751658e-18,30.3948352645421,1.50520567706748e-05,constant,1,901,9,0,rejected
Aw_p,4.23624416302171e-08,7.00121521434339e-05,0.000605072695714726,3.43479136622373e-14,0.605073186305395,4.90599311836295e-05,constant,1,901,9,0,rejected
Aw_m,5.64108854926085e-08,3.54654181301785e-05,0.00159058847933353,3.43479136580888e-14,1.59058944777899,9.68490305994523e-05,constant,1,901,9,0,rejected
Aio,1.65593037901545e-08,5.86103569109324e-05,0.000282532041484049,1.29966817509134e-19,0.282532041481446,2.21747186601204e-10,constant,1,901,9,0,rejected
Amda,1.18410807944034e-09,7.84254806196882e-06,0.000150985122447956,2.63997559406056e-18,0.150985122765326,3.36622175964222e-08,constant,1,901,9,0,rejected
Ag_q,7.35899832760715e-14,1.86038204489477e-10,0.000395563822377322,3.6352274285441e-22,0.395561698092278,1.95401148834181e-07,constant,1,901,9,8,rejected
Ag_0,8.68304092591797e-10,2.85674871714109e-08,0.0303948361779876,4.29999453751658e-18,30.3948352645421,1.50520567706748e-05,constant,1,901,9,8,rejected
Aw_p,3.95995695588735e-08,7.00121521434339e-05,0.000565609945509829,3.43479136622373e-14,0.565610436101062,4.90599311836295e-05,constant,1,901,9,8,rejected
Aw_m,5.43120593002253e-08,3.54654181301785e-05,0.00153140896579504,3.43479136580888e-14,1.53140993424217,9.68490305994523e-05,constant,1,901,9,8,rejected
Aio,1.65593037901545e-08,5.86103569109324e-05,0.000282532041484049,1.29966817509134e-19,0.282532041481446,2.21747186601204e-10,constant,1,901,9,8,rejected
Amda,1.18410807944034e-09,7.84254806196882e-06,0.000150985122447956,2.63997559406056e-18,0.150985122765326,3.36622175964222e-08,constant,1,901,9,8,rejected
Ag_q,7.35899832760715e-14,1.86038204489477e-10,0.000395563822377322,3.6352274285441e-22,0.395561698092278,1.95401148834181e-07,constant,1,901,9,16,rejected
Ag_0,8.68304092591797e-10,2.85674871714109e-08,0.0303948361779876,4.29999453751658e-18,30.3948352645421,1.50520567706748e-05,constant,1,901,9,16,rejected
Aw_p,3.95995695588735e-08,7.00121521434339e-05,0.000565609945509829,3.43479136622373e-14,0.565610436101062,4.90599311836295e-05,constant,1,901,9,16,rejected
Aw_m,5.43120593002253e-08,3.54654181301785e-05,0.00153140896579504,3.43479136580888e-14,1.53140993424217,9.68490305994523e-05,constant,1,901,9,16,rejected
Aio,1.65593037901545e-08,5.86103569109324e-05,0.000282532041484049,1.29966817509134e-19,0.282532041481446,2.21747186601204e-10,constant,1,901,9,16,rejected
Amda,1.18410807944034e-09,7.84254806196882e-06,0.000150985122447956,2.63997559406056e-18,0.150985122765326,3.36622175964222e-08,constant,1,901,9,16,rejected
Ag_q,3.05420015486492e-17,1.86038204489477e-10,1.64170588683448e-07,3.6352274285441e-22,0.000164171660243364,1.95401148834181e-07,constant,1,901,13,0,assessed
Ag_0,4.0177114468676e-13,2.85674871714109e-08,1.40639301691482e-05,4.29999453751658e-18,0.0140640801974105,1.50520567706748e-05,constant,1,901,13,0,assessed
Aw_p,5.30854973895886e-09,7.00121521434339e-05,7.58232617686603e-05,3.43479136622373e-14,0.0758237523668892,4.90599311836295e-05,constant,1,901,13,0,assessed
Aw_m,5.30954985892718e-09,3.54654181301785e-05,0.00014971062344276,3.43479136580888e-14,0.149711591928845,9.68490305994523e-05,constant,1,901,13,0,assessed
Aio,2.76384316923869e-11,5.86103569109324e-05,4.7156224853549e-07,1.29966817509134e-19,0.000471562250744916,2.21747186601204e-10,constant,1,901,13,0,assessed
Amda,6.5189542857952e-13,7.84254806196882e-06,8.31229115114745e-08,2.63997559406056e-18,8.31232481230515e-05,3.36622175964222e-08,constant,1,901,13,0,assessed
Ag_q,3.05420015486492e-17,1.86038204489477e-10,1.64170588683448e-07,3.6352274285441e-22,0.000164171660243364,1.95401148834181e-07,constant,1,901,13,8,assessed
Ag_0,4.0177114468676e-13,2.85674871714109e-08,1.40639301691482e-05,4.29999453751658e-18,0.0140640801974105,1.50520567706748e-05,constant,1,901,13,8,assessed
